HourUTC;HourDK;PriceArea;aFRR_DownPurchased;aFRR_UpPurchased;aFRR_DownCapPriceDKK;aFRR_DownCapPriceEUR;aFRR_UpCapPriceDKK;aFRR_UpCapPriceEUR
2024-10-10 03:00;2024-10-10 05:00;DK2;7,000000;0,000000;119,347200;16,000000;91,151424;12,220000
2024-10-10 02:00;2024-10-10 04:00;DK2;7,000000;0,000000;99,804096;13,380000;46,992960;6,300000
2024-10-10 01:00;2024-10-10 03:00;DK2;7,000000;0,000000;89,510400;12,000000;59,673600;8,000000
2024-10-10 00:00;2024-10-10 02:00;DK2;7,000000;0,000000;89,510400;12,000000;55,944000;7,500000
2024-10-09 23:00;2024-10-10 01:00;DK2;7,000000;0,000000;99,804096;13,380000;62,508096;8,380000
2024-10-09 22:00;2024-10-10 00:00;DK2;7,000000;0,000000;149,333184;20,020000;74,592000;10,000000
2024-10-09 21:00;2024-10-09 23:00;DK2;13,000000;3,000000;181,094808;24,280000;650,389920;87,200000
2024-10-09 20:00;2024-10-09 22:00;DK2;13,000000;3,000000;179,826846;24,110000;650,389920;87,200000
2024-10-09 19:00;2024-10-09 21:00;DK2;13,000000;3,000000;179,304744;24,040000;825,517848;110,680000
2024-10-09 18:00;2024-10-09 20:00;DK2;13,000000;0,000000;132,017220;17,700000;95,768424;12,840000
2024-10-09 17:00;2024-10-09 19:00;DK2;13,000000;3,000000;104,420400;14,000000;1050,618396;140,860000
2024-10-09 16:00;2024-10-09 18:00;DK2;13,000000;3,000000;125,602824;16,840000;1050,618396;140,860000
2024-10-09 15:00;2024-10-09 17:00;DK2;13,000000;3,000000;134,254800;18,000000;900,551364;120,740000
2024-10-09 14:00;2024-10-09 16:00;DK2;13,000000;3,000000;137,014482;18,370000;500,322888;67,080000
2024-10-09 13:00;2024-10-09 15:00;DK2;13,000000;3,000000;134,254800;18,000000;500,322888;67,080000
2024-10-09 12:00;2024-10-09 14:00;DK2;13,000000;3,000000;134,254800;18,000000;500,322888;67,080000
2024-10-09 11:00;2024-10-09 13:00;DK2;13,000000;3,000000;141,713400;19,000000;500,322888;67,080000
2024-10-09 10:00;2024-10-09 12:00;DK2;13,000000;0,000000;134,254800;18,000000;74,586000;10,000000
2024-10-09 09:00;2024-10-09 11:00;DK2;9,000000;0,000000;74,586000;10,000000;93,232500;12,500000
2024-10-09 08:00;2024-10-09 10:00;DK2;9,000000;0,000000;74,586000;10,000000;91,069506;12,210000
2024-10-09 07:00;2024-10-09 09:00;DK2;9,000000;0,000000;74,586000;10,000000;298,344000;40,000000
2024-10-09 06:00;2024-10-09 08:00;DK2;9,000000;0,000000;89,503200;12,000000;208,840800;28,000000
2024-10-09 05:00;2024-10-09 07:00;DK2;13,000000;0,000000;111,879000;15,000000;149,172000;20,000000
2024-10-09 04:00;2024-10-09 06:00;DK2;13,000000;0,000000;141,713400;19,000000;107,776770;14,450000
2024-10-09 03:00;2024-10-09 05:00;DK2;13,000000;3,000000;179,006400;24,000000;500,322888;67,080000
2024-10-09 02:00;2024-10-09 04:00;DK2;13,000000;3,000000;132,315564;17,740000;500,322888;67,080000
2024-10-09 01:00;2024-10-09 03:00;DK2;13,000000;3,000000;126,199512;16,920000;500,322888;67,080000
2024-10-09 00:00;2024-10-09 02:00;DK2;13,000000;3,000000;126,199512;16,920000;500,322888;67,080000
2024-10-08 23:00;2024-10-09 01:00;DK2;13,000000;3,000000;126,199512;16,920000;500,322888;67,080000
2024-10-08 22:00;2024-10-09 00:00;DK2;13,000000;3,000000;171,547800;23,000000;500,322888;67,080000
2024-10-08 21:00;2024-10-08 23:00;DK2;23,000000;0,000000;193,905400;26,000000;74,579000;10,000000
2024-10-08 20:00;2024-10-08 22:00;DK2;23,000000;0,000000;216,279100;29,000000;74,579000;10,000000
2024-10-08 19:00;2024-10-08 21:00;DK2;23,000000;0,000000;216,279100;29,000000;74,579000;10,000000
2024-10-08 18:00;2024-10-08 20:00;DK2;23,000000;0,000000;111,868500;15,000000;74,579000;10,000000
2024-10-08 17:00;2024-10-08 19:00;DK2;23,000000;3,000000;75,026474;10,060000;1050,519794;140,860000
2024-10-08 16:00;2024-10-08 18:00;DK2;23,000000;3,000000;75,026474;10,060000;1050,519794;140,860000
2024-10-08 15:00;2024-10-08 17:00;DK2;23,000000;0,000000;75,026474;10,060000;82,036900;11,000000
2024-10-08 14:00;2024-10-08 16:00;DK2;23,000000;0,000000;75,026474;10,060000;74,579000;10,000000
2024-10-08 13:00;2024-10-08 15:00;DK2;13,000000;0,000000;111,868500;15,000000;74,579000;10,000000
2024-10-08 12:00;2024-10-08 14:00;DK2;13,000000;0,000000;134,242200;18,000000;70,850050;9,500000
2024-10-08 11:00;2024-10-08 13:00;DK2;13,000000;0,000000;74,579000;10,000000;70,850050;9,500000
2024-10-08 10:00;2024-10-08 12:00;DK2;13,000000;0,000000;74,579000;10,000000;74,579000;10,000000
2024-10-08 09:00;2024-10-08 11:00;DK2;13,000000;0,000000;74,579000;10,000000;74,579000;10,000000
2024-10-08 08:00;2024-10-08 10:00;DK2;13,000000;0,000000;74,579000;10,000000;108,139550;14,500000
2024-10-08 07:00;2024-10-08 09:00;DK2;13,000000;0,000000;74,579000;10,000000;111,868500;15,000000
2024-10-08 06:00;2024-10-08 08:00;DK2;13,000000;0,000000;126,784300;17,000000;171,531700;23,000000
2024-10-08 05:00;2024-10-08 07:00;DK2;13,000000;0,000000;134,242200;18,000000;115,597450;15,500000
2024-10-08 04:00;2024-10-08 06:00;DK2;13,000000;0,000000;111,868500;15,000000;149,158000;20,000000
2024-10-08 03:00;2024-10-08 05:00;DK2;13,000000;0,000000;111,868500;15,000000;120,967138;16,220000
2024-10-08 02:00;2024-10-08 04:00;DK2;13,000000;0,000000;122,085823;16,370000;52,205300;7,000000
2024-10-08 01:00;2024-10-08 03:00;DK2;13,000000;0,000000;104,410600;14,000000;62,198886;8,340000
2024-10-08 00:00;2024-10-08 02:00;DK2;13,000000;0,000000;122,085823;16,370000;62,198886;8,340000
2024-10-07 23:00;2024-10-08 01:00;DK2;13,000000;0,000000;136,927044;18,360000;62,198886;8,340000
2024-10-07 22:00;2024-10-08 00:00;DK2;13,000000;0,000000;175,857282;23,580000;74,579000;10,000000
2024-10-07 21:00;2024-10-07 23:00;DK2;12,000000;0,000000;178,972800;24,000000;74,572000;10,000000
2024-10-07 20:00;2024-10-07 22:00;DK2;12,000000;0,000000;178,972800;24,000000;74,572000;10,000000
2024-10-07 19:00;2024-10-07 21:00;DK2;12,000000;0,000000;134,229600;18,000000;78,300600;10,500000
2024-10-07 18:00;2024-10-07 20:00;DK2;12,000000;0,000000;89,486400;12,000000;82,029200;11,000000
2024-10-07 17:00;2024-10-07 19:00;DK2;12,000000;0,000000;89,486400;12,000000;85,757800;11,500000
2024-10-07 16:00;2024-10-07 18:00;DK2;12,000000;0,000000;89,486400;12,000000;89,486400;12,000000
2024-10-07 15:00;2024-10-07 17:00;DK2;12,000000;0,000000;86,205232;11,560000;96,943600;13,000000
2024-10-07 14:00;2024-10-07 16:00;DK2;12,000000;0,000000;89,486400;12,000000;82,029200;11,000000
2024-10-07 13:00;2024-10-07 15:00;DK2;12,000000;0,000000;136,914192;18,360000;74,572000;10,000000
2024-10-07 12:00;2024-10-07 14:00;DK2;12,000000;0,000000;134,229600;18,000000;74,572000;10,000000
2024-10-07 11:00;2024-10-07 13:00;DK2;12,000000;0,000000;134,229600;18,000000;74,572000;10,000000
2024-10-07 10:00;2024-10-07 12:00;DK2;12,000000;0,000000;136,914192;18,360000;74,572000;10,000000
2024-10-07 09:00;2024-10-07 11:00;DK2;12,000000;0,000000;134,229600;18,000000;82,029200;11,000000
2024-10-07 08:00;2024-10-07 10:00;DK2;12,000000;0,000000;134,229600;18,000000;82,029200;11,000000
2024-10-07 07:00;2024-10-07 09:00;DK2;12,000000;0,000000;136,914192;18,360000;89,486400;12,000000
2024-10-07 06:00;2024-10-07 08:00;DK2;12,000000;0,000000;134,229600;18,000000;112,156288;15,040000
2024-10-07 05:00;2024-10-07 07:00;DK2;12,000000;0,000000;134,229600;18,000000;138,256488;18,540000
2024-10-07 04:00;2024-10-07 06:00;DK2;12,000000;0,000000;136,914192;18,360000;119,315200;16,000000
2024-10-07 03:00;2024-10-07 05:00;DK2;12,000000;0,000000;156,601200;21,000000;89,486400;12,000000
2024-10-07 02:00;2024-10-07 04:00;DK2;12,000000;0,000000;89,486400;12,000000;44,743200;6,000000
2024-10-07 01:00;2024-10-07 03:00;DK2;12,000000;0,000000;89,486400;12,000000;44,743200;6,000000
2024-10-07 00:00;2024-10-07 02:00;DK2;12,000000;0,000000;89,486400;12,000000;44,743200;6,000000
2024-10-06 23:00;2024-10-07 01:00;DK2;12,000000;0,000000;89,486400;12,000000;37,286000;5,000000
2024-10-06 22:00;2024-10-07 00:00;DK2;12,000000;0,000000;111,858000;15,000000;59,657600;8,000000
2024-10-06 21:00;2024-10-06 23:00;DK2;17,000000;0,000000;111,868500;15,000000;74,579000;10,000000
2024-10-06 20:00;2024-10-06 22:00;DK2;17,000000;0,000000;115,597450;15,500000;74,579000;10,000000
2024-10-06 19:00;2024-10-06 21:00;DK2;17,000000;0,000000;119,326400;16,000000;74,579000;10,000000
2024-10-06 18:00;2024-10-06 20:00;DK2;17,000000;0,000000;115,597450;15,500000;89,494800;12,000000
2024-10-06 17:00;2024-10-06 19:00;DK2;12,000000;0,000000;89,494800;12,000000;96,952700;13,000000
2024-10-06 16:00;2024-10-06 18:00;DK2;12,000000;0,000000;89,494800;12,000000;74,579000;10,000000
2024-10-06 15:00;2024-10-06 17:00;DK2;22,000000;0,000000;108,139550;14,500000;74,579000;10,000000
2024-10-06 14:00;2024-10-06 16:00;DK2;17,000000;0,000000;126,784300;17,000000;74,579000;10,000000
2024-10-06 13:00;2024-10-06 15:00;DK2;22,000000;3,000000;134,242200;18,000000;499,903037;67,030000
2024-10-06 12:00;2024-10-06 14:00;DK2;22,000000;0,000000;134,242200;18,000000;89,494800;12,000000
2024-10-06 11:00;2024-10-06 13:00;DK2;22,000000;0,000000;134,242200;18,000000;96,952700;13,000000
2024-10-06 10:00;2024-10-06 12:00;DK2;22,000000;0,000000;134,242200;18,000000;78,307950;10,500000
2024-10-06 09:00;2024-10-06 11:00;DK2;22,000000;8,000000;134,242200;18,000000;524,290370;70,300000
2024-10-06 08:00;2024-10-06 10:00;DK2;22,000000;3,000000;134,242200;18,000000;499,903037;67,030000
2024-10-06 07:00;2024-10-06 09:00;DK2;22,000000;3,000000;134,242200;18,000000;749,817266;100,540000
2024-10-06 06:00;2024-10-06 08:00;DK2;22,000000;8,000000;134,242200;18,000000;786,659292;105,480000
2024-10-06 05:00;2024-10-06 07:00;DK2;22,000000;3,000000;126,784300;17,000000;749,817266;100,540000
2024-10-06 04:00;2024-10-06 06:00;DK2;22,000000;0,000000;126,784300;17,000000;74,579000;10,000000
2024-10-06 03:00;2024-10-06 05:00;DK2;22,000000;0,000000;126,784300;17,000000;89,494800;12,000000
2024-10-06 02:00;2024-10-06 04:00;DK2;12,000000;0,000000;89,494800;12,000000;72,714525;9,750000
2024-10-06 01:00;2024-10-06 03:00;DK2;12,000000;0,000000;89,494800;12,000000;72,714525;9,750000
2024-10-06 00:00;2024-10-06 02:00;DK2;12,000000;0,000000;89,494800;12,000000;67,121100;9,000000
2024-10-05 23:00;2024-10-06 01:00;DK2;12,000000;0,000000;89,494800;12,000000;44,747400;6,000000
2024-10-05 22:00;2024-10-06 00:00;DK2;22,000000;3,000000;104,112284;13,960000;749,817266;100,540000
2024-10-05 21:00;2024-10-05 23:00;DK2;22,000000;3,000000;104,112284;13,960000;749,966424;100,560000
2024-10-05 20:00;2024-10-05 22:00;DK2;22,000000;3,000000;104,410600;14,000000;749,966424;100,560000
2024-10-05 19:00;2024-10-05 21:00;DK2;22,000000;0,000000;100,010439;13,410000;96,952700;13,000000
2024-10-05 18:00;2024-10-05 20:00;DK2;12,000000;0,000000;89,494800;12,000000;96,952700;13,000000
2024-10-05 17:00;2024-10-05 19:00;DK2;12,000000;0,000000;93,223750;12,500000;119,326400;16,000000
2024-10-05 16:00;2024-10-05 18:00;DK2;12,000000;0,000000;93,223750;12,500000;141,178047;18,930000
2024-10-05 15:00;2024-10-05 17:00;DK2;12,000000;0,000000;89,494800;12,000000;96,952700;13,000000
2024-10-05 14:00;2024-10-05 16:00;DK2;12,000000;0,000000;89,494800;12,000000;100,681650;13,500000
2024-10-05 13:00;2024-10-05 15:00;DK2;17,000000;3,000000;104,410600;14,000000;499,977616;67,040000
2024-10-05 12:00;2024-10-05 14:00;DK2;17,000000;3,000000;104,410600;14,000000;499,977616;67,040000
2024-10-05 11:00;2024-10-05 13:00;DK2;17,000000;3,000000;104,410600;14,000000;499,977616;67,040000
2024-10-05 10:00;2024-10-05 12:00;DK2;12,000000;0,000000;89,494800;12,000000;89,494800;12,000000
2024-10-05 09:00;2024-10-05 11:00;DK2;12,000000;3,000000;74,579000;10,000000;499,977616;67,040000
2024-10-05 08:00;2024-10-05 10:00;DK2;12,000000;3,000000;74,579000;10,000000;499,977616;67,040000
2024-10-05 07:00;2024-10-05 09:00;DK2;12,000000;0,000000;90,762643;12,170000;96,952700;13,000000
2024-10-05 06:00;2024-10-05 08:00;DK2;12,000000;0,000000;90,762643;12,170000;111,868500;15,000000
2024-10-05 05:00;2024-10-05 07:00;DK2;12,000000;0,000000;74,579000;10,000000;111,868500;15,000000
2024-10-05 04:00;2024-10-05 06:00;DK2;22,000000;0,000000;111,868500;15,000000;89,494800;12,000000
2024-10-05 03:00;2024-10-05 05:00;DK2;22,000000;0,000000;100,010439;13,410000;78,307950;10,500000
2024-10-05 02:00;2024-10-05 04:00;DK2;12,000000;0,000000;76,518054;10,260000;70,850050;9,500000
2024-10-05 01:00;2024-10-05 03:00;DK2;12,000000;0,000000;83,379322;11,180000;59,663200;8,000000
2024-10-05 00:00;2024-10-05 02:00;DK2;12,000000;0,000000;83,379322;11,180000;63,392150;8,500000
2024-10-04 23:00;2024-10-05 01:00;DK2;12,000000;0,000000;89,494800;12,000000;67,121100;9,000000
2024-10-04 22:00;2024-10-05 00:00;DK2;22,000000;0,000000;104,112284;13,960000;89,494800;12,000000
2024-10-04 21:00;2024-10-04 23:00;DK2;38,000000;0,000000;178,989600;24,000000;96,952700;13,000000
2024-10-04 20:00;2024-10-04 22:00;DK2;13,000000;0,000000;74,579000;10,000000;100,681650;13,500000
2024-10-04 19:00;2024-10-04 21:00;DK2;23,000000;0,000000;104,410600;14,000000;122,085823;16,370000
2024-10-04 18:00;2024-10-04 20:00;DK2;13,000000;0,000000;74,579000;10,000000;96,952700;13,000000
2024-10-04 17:00;2024-10-04 19:00;DK2;13,000000;0,000000;89,494800;12,000000;149,158000;20,000000
2024-10-04 16:00;2024-10-04 18:00;DK2;13,000000;0,000000;89,494800;12,000000;149,158000;20,000000
2024-10-04 15:00;2024-10-04 17:00;DK2;13,000000;0,000000;74,579000;10,000000;82,708111;11,090000
2024-10-04 14:00;2024-10-04 16:00;DK2;13,000000;0,000000;74,579000;10,000000;78,307950;10,500000
2024-10-04 13:00;2024-10-04 15:00;DK2;13,000000;0,000000;74,579000;10,000000;82,036900;11,000000
2024-10-04 12:00;2024-10-04 14:00;DK2;13,000000;0,000000;89,494800;12,000000;85,765850;11,500000
2024-10-04 11:00;2024-10-04 13:00;DK2;23,000000;0,000000;100,010439;13,410000;85,765850;11,500000
2024-10-04 10:00;2024-10-04 12:00;DK2;13,000000;0,000000;74,579000;10,000000;85,765850;11,500000
2024-10-04 09:00;2024-10-04 11:00;DK2;13,000000;0,000000;82,036900;11,000000;111,868500;15,000000
2024-10-04 08:00;2024-10-04 10:00;DK2;13,000000;0,000000;74,579000;10,000000;96,952700;13,000000
2024-10-04 07:00;2024-10-04 09:00;DK2;13,000000;0,000000;74,579000;10,000000;111,868500;15,000000
2024-10-04 06:00;2024-10-04 08:00;DK2;23,000000;0,000000;111,868500;15,000000;275,942300;37,000000
2024-10-04 05:00;2024-10-04 07:00;DK2;23,000000;0,000000;145,429050;19,500000;234,923850;31,500000
2024-10-04 04:00;2024-10-04 06:00;DK2;18,000000;0,000000;96,057752;12,880000;111,868500;15,000000
2024-10-04 03:00;2024-10-04 05:00;DK2;38,000000;0,000000;164,073800;22,000000;108,139550;14,500000
2024-10-04 02:00;2024-10-04 04:00;DK2;13,000000;0,000000;89,494800;12,000000;79,948688;10,720000
2024-10-04 01:00;2024-10-04 03:00;DK2;13,000000;0,000000;89,494800;12,000000;74,579000;10,000000
2024-10-04 00:00;2024-10-04 02:00;DK2;13,000000;0,000000;89,494800;12,000000;74,579000;10,000000
2024-10-03 23:00;2024-10-04 01:00;DK2;13,000000;0,000000;89,494800;12,000000;79,948688;10,720000
2024-10-03 22:00;2024-10-04 00:00;DK2;23,000000;0,000000;104,410600;14,000000;96,952700;13,000000
2024-10-03 21:00;2024-10-03 23:00;DK2;10,000000;0,000000;179,028000;24,000000;96,973500;13,000000
2024-10-03 20:00;2024-10-03 22:00;DK2;10,000000;0,000000;134,271000;18,000000;96,973500;13,000000
2024-10-03 19:00;2024-10-03 21:00;DK2;10,000000;0,000000;134,271000;18,000000;115,622250;15,500000
2024-10-03 18:00;2024-10-03 20:00;DK2;10,000000;0,000000;96,973500;13,000000;140,089410;18,780000
2024-10-03 17:00;2024-10-03 19:00;DK2;10,000000;0,000000;111,892500;15,000000;152,919750;20,500000
2024-10-03 16:00;2024-10-03 18:00;DK2;10,000000;0,000000;96,973500;13,000000;152,919750;20,500000
2024-10-03 15:00;2024-10-03 17:00;DK2;5,000000;0,000000;85,784250;11,500000;111,892500;15,000000
2024-10-03 14:00;2024-10-03 16:00;DK2;5,000000;0,000000;82,054500;11,000000;96,973500;13,000000
2024-10-03 13:00;2024-10-03 15:00;DK2;5,000000;0,000000;82,054500;11,000000;96,973500;13,000000
2024-10-03 12:00;2024-10-03 14:00;DK2;5,000000;0,000000;89,514000;12,000000;96,973500;13,000000
2024-10-03 11:00;2024-10-03 13:00;DK2;5,000000;0,000000;85,784250;11,500000;96,973500;13,000000
2024-10-03 10:00;2024-10-03 12:00;DK2;5,000000;0,000000;82,054500;11,000000;104,433000;14,000000
2024-10-03 09:00;2024-10-03 11:00;DK2;5,000000;0,000000;79,965840;10,720000;111,892500;15,000000
2024-10-03 08:00;2024-10-03 10:00;DK2;5,000000;0,000000;82,054500;11,000000;111,892500;15,000000
2024-10-03 07:00;2024-10-03 09:00;DK2;5,000000;0,000000;86,231820;11,560000;134,271000;18,000000
2024-10-03 06:00;2024-10-03 08:00;DK2;10,000000;0,000000;122,112015;16,370000;223,785000;30,000000
2024-10-03 05:00;2024-10-03 07:00;DK2;10,000000;0,000000;122,112015;16,370000;246,163500;33,000000
2024-10-03 04:00;2024-10-03 06:00;DK2;10,000000;0,000000;108,461130;14,540000;156,649500;21,000000
2024-10-03 03:00;2024-10-03 05:00;DK2;10,000000;0,000000;134,271000;18,000000;115,622250;15,500000
2024-10-03 02:00;2024-10-03 04:00;DK2;5,000000;0,000000;82,054500;11,000000;82,054500;11,000000
2024-10-03 01:00;2024-10-03 03:00;DK2;5,000000;0,000000;82,054500;11,000000;74,595000;10,000000
2024-10-03 00:00;2024-10-03 02:00;DK2;5,000000;0,000000;82,054500;11,000000;74,595000;10,000000
2024-10-02 23:00;2024-10-03 01:00;DK2;5,000000;0,000000;85,784250;11,500000;74,595000;10,000000
2024-10-02 22:00;2024-10-03 00:00;DK2;10,000000;0,000000;111,892500;15,000000;96,973500;13,000000
